city,state,latitude,longitude
Redlands,California,34.0512,-117.1712
Caguas,Puerto Rico,18.2319,-66.0388
Dale City,Virginia,38.6473,-77.3459
Glen Burnie,Maryland,39.156,-76.6071
Mount Vernon,New York,40.9136,-73.8291
Lakeville,Minnesota,44.6774,-93.252
Dover,New Hampshire,43.1887,-70.8845
Lebanon,Pennsylvania,40.3412,-76.4228
Rocklin,California,38.8075,-121.2489
Framingham,Massachusetts,42.3085,-71.4368
Wesley Chapel,Florida,28.2106,-82.3238
Noblesville,Indiana,40.0355,-86.0042
Tamarac,Florida,26.2056,-80.2539
Centreville,Virginia,38.839,-77.4389
Poinciana,Florida,28.1217,-81.4821
Fairbanks,Alaska,64.8353,-147.6533
Lake Elsinore,California,33.6847,-117.3344
Camden,New Jersey,39.9361,-75.1073
Rogers,Arkansas,36.317,-94.1531
Blaine,Minnesota,45.1696,-93.2077
Wilmington,Delaware,39.7415,-75.5416
St. Charles,Missouri,38.7954,-90.5157
Blacksburg,Virginia,37.23,-80.4279
Waukesha,Wisconsin,43.0087,-88.2464
Casas Adobes,Arizona,32.3423,-111.0113
Baldwin Park,California,34.0829,-117.9722
Cleveland,Tennessee,35.1817,-84.8707
Dublin,California,37.7161,-121.8963
Ankeny,Iowa,41.7288,-93.6031
Maple Grove,Minnesota,45.1089,-93.4626
Bayonne,New Jersey,40.6668,-74.1158
North Richland Hills,Texas,32.8604,-97.218
Eastvale,California,33.9617,-117.5803
Guaynabo,Puerto Rico,18.3832,-66.1134
Glens Falls,New York,43.3109,-73.6458
Longview,Washington,46.1461,-122.963
Tulare,California,36.1995,-119.34
Conway,Arkansas,35.0753,-92.4692
West Des Moines,Iowa,41.5521,-93.7806
Redondo Beach,California,33.8577,-118.3765
Walnut Creek,California,37.9024,-122.0399
Passaic,New Jersey,40.8574,-74.1282
Porterville,California,36.0643,-119.0338
Maricopa,Arizona,33.0408,-112.0011
Fajardo,Puerto Rico,18.3331,-65.6589
Spring Hill,Tennessee,35.7437,-86.9116
Gaithersburg,Maryland,39.1346,-77.2131
El Paso de Robles,California,35.6394,-120.656
East Orange,New Jersey,40.7651,-74.2117
Sumter,South Carolina,33.9392,-80.393
Grand Forks,North Dakota,47.9214,-97.0884
Bristol,Tennessee,36.5572,-82.2154
Michigan City,Indiana,41.7092,-86.869
Gary,Indiana,41.5905,-87.3473
Dubuque,Iowa,42.5002,-90.707
Schenectady,New York,42.8025,-73.9275
Casper,Wyoming,42.842,-106.3208
Hanford,California,36.3274,-119.6549
Shawnee,Kansas,39.0158,-94.8076
South Hill,Washington,47.1198,-122.2853
Eagan,Minnesota,44.817,-93.1638
Union City,California,37.6032,-122.0181
Weston,Florida,26.1006,-80.4054
Kankakee,Illinois,41.102,-87.8643
Leander,Texas,30.5728,-97.8618
Hammond,Louisiana,30.5061,-90.4563
Corvallis,Oregon,44.5698,-123.2779
Apex,North Carolina,35.7237,-78.8743
Yorba Linda,California,33.889,-117.7714
Bethesda,Maryland,38.9866,-77.1188
Haverhill,Massachusetts,42.7838,-71.0871
Palo Alto,California,37.3905,-122.1468
Rockville,Maryland,39.0834,-77.1553
Spring,Texas,30.0613,-95.383
Delray Beach,Florida,26.455,-80.0905
Watsonville,California,36.9206,-121.7708
Mount Vernon,Washington,48.4203,-122.3115
Palatine,Illinois,42.118,-88.043
Victoria,Texas,28.8287,-96.9849
Skokie,Illinois,42.036,-87.74
Morristown,Tennessee,36.2043,-83.3001
Sammamish,Washington,47.6017,-122.0416
Union City,New Jersey,40.7675,-74.0323
Queen Creek,Arizona,33.2454,-111.6173
Alpharetta,Georgia,34.0704,-84.2738
Lima,Ohio,40.741,-84.112
Novi,Michigan,42.4786,-83.4893
Great Falls,Montana,47.5022,-111.2996
Ames,Iowa,42.0256,-93.6217
Juana Díaz,Puerto Rico,18.0532,-66.5044
Malden,Massachusetts,42.4305,-71.0576
Dundalk,Maryland,39.2704,-76.4942
Albany,Oregon,44.6272,-123.0965
Castro Valley,California,37.7088,-122.0626
Dalton,Georgia,34.769,-84.972
Lynwood,California,33.924,-118.2016
Pflugerville,Texas,30.4515,-97.6018
Sebring,Florida,27.477,-81.453
Kenner,Louisiana,30.0109,-90.2549
Port Charlotte,Florida,26.9918,-82.114
Waltham,Massachusetts,42.3889,-71.2423
Commerce City,Colorado,39.8641,-104.843
Brentwood,California,37.9356,-121.719
North Little Rock,Arkansas,34.7807,-92.2371
South San Francisco,California,37.6538,-122.4196
Bellevue,Nebraska,41.1485,-95.939
Burnsville,Minnesota,44.7648,-93.2793
Greenwood,Indiana,39.6019,-86.1073
Rowlett,Texas,32.9155,-96.5489
Laguna Niguel,California,33.5275,-117.705
Bozeman,Montana,45.6833,-111.0558
Port Orange,Florida,29.1085,-81.0137
Reston,Virginia,38.9497,-77.3461
San Clemente,California,33.4499,-117.6102
Caldwell,Idaho,43.6453,-116.6594
Coon Rapids,Minnesota,45.1755,-93.3094
Millcreek,Utah,40.6892,-111.8292
Eden Prairie,Minnesota,44.8488,-93.4595
Parkersburg,West Virginia,39.2623,-81.542
Hamilton,Ohio,39.3939,-84.5653
Moore,Oklahoma,35.3293,-97.4757
Lakewood,Washington,47.1628,-122.5299
Bay City,Michigan,43.5902,-83.8887
Bossier City,Louisiana,32.5224,-93.6668
Council Bluffs,Iowa,41.2369,-95.8516
Huntersville,North Carolina,35.406,-80.8716
Taylor,Michigan,42.226,-83.2688
Hendersonville,Tennessee,36.3063,-86.5997
Sanford,Florida,28.7891,-81.2757
La Habra,California,33.9282,-117.9515
Horizon West,Florida,28.4417,-81.6146
Dearborn Heights,Michigan,42.3164,-83.2769
St. Cloud,Florida,28.2363,-81.2779
Pontiac,Michigan,42.6493,-83.2878
Richland,Washington,46.2824,-119.2939
Marietta,Georgia,33.9533,-84.5422
Florence-Graham,California,33.9682,-118.2447
Springfield,Oregon,44.0538,-122.9811
Encinitas,California,33.0492,-117.261
Wellington,Florida,26.6461,-80.2699
Palm Harbor,Florida,28.0847,-82.7481
Montebello,California,34.0155,-118.1108
Woodland,California,38.6712,-121.75
Bristol,Connecticut,41.6812,-72.9407
Jupiter,Florida,26.92,-80.1128
La Mesa,California,32.7703,-117.0204
Pico Rivera,California,33.9901,-118.0888
San Rafael,California,37.9905,-122.5221
Meriden,Connecticut,41.5369,-72.7946
Euless,Texas,32.8508,-97.08
Parker,Colorado,39.5084,-104.7753
Revere,Massachusetts,42.4189,-71.004
Stonecrest,Georgia,33.6842,-84.1372
Chapel Hill,North Carolina,35.9271,-79.0391
White Plains,New York,41.022,-73.7547
Gardena,California,33.8943,-118.3072
Palm Beach Gardens,Florida,26.8466,-80.1679
Taunton,Massachusetts,41.9036,-71.0943
Monterey Park,California,34.0497,-118.1326
West Allis,Wisconsin,43.0068,-88.0296
Santee,California,32.8554,-116.9851
North Miami,Florida,25.9008,-80.1686
Blue Springs,Missouri,39.0124,-94.2721
Des Plaines,Illinois,42.0345,-87.9008
Kokomo,Indiana,40.464,-86.1277
Petaluma,California,38.2423,-122.6266
Shoreline,Washington,47.7564,-122.3426
Medford,Massachusetts,42.4234,-71.1087
Taylorsville,Utah,40.6569,-111.9493
Wylie,Texas,33.0362,-96.5161
Cupertino,California,37.3168,-122.0466
The Hammocks,Florida,25.67,-80.4482
Margate,Florida,26.2466,-80.2119
Carson City,Nevada,39.1511,-119.7476
Hoboken,New Jersey,40.7452,-74.0281
Madison,Alabama,34.7114,-86.7626
St. Clair Shores,Michigan,42.4925,-82.8961
St. Peters,Missouri,38.7825,-90.6061
Midwest City,Oklahoma,35.463,-97.371
Severn,Maryland,39.1355,-76.6956
Lake Havasu City,Arizona,34.5006,-114.3113
Lenexa,Kansas,38.9609,-94.8018
Orland Park,Illinois,41.6075,-87.8619
Royal Oak,Michigan,42.5084,-83.1539
Bowie,Maryland,38.9549,-76.7406
Decatur,Alabama,34.5731,-86.9905
Bel Air South,Maryland,39.5022,-76.3113
Towson,Maryland,39.3944,-76.619
Casa Grande,Arizona,32.9069,-111.7624
Coconut Creek,Florida,26.2803,-80.1842
Kettering,Ohio,39.6956,-84.1494
Herriman,Utah,40.4899,-112.017
Brookhaven,Georgia,33.8743,-84.3314
Oak Lawn,Illinois,41.7139,-87.7528
Lacey,Washington,47.0462,-122.7933
Bartlett,Tennessee,35.2337,-89.8195
Highland,California,34.1113,-117.165
Kannapolis,North Carolina,35.4764,-80.6408
Fountainebleau,Florida,25.7723,-80.346
Fountain Valley,California,33.7105,-117.9514
Bentonville,Arkansas,36.3547,-94.2305
Bradenton,Florida,27.4901,-82.5757
Smyrna,Georgia,33.8633,-84.5168
Sarasota,Florida,27.3387,-82.5432
Apopka,Florida,28.7015,-81.5316
National City,California,32.6654,-117.0983
DeSoto,Texas,32.5992,-96.8633
Berwyn,Illinois,41.8433,-87.7909
New Brunswick,New Jersey,40.487,-74.445
Apple Valley,Minnesota,44.7457,-93.2004
Mount Prospect,Illinois,42.0641,-87.9375
Arcadia,California,34.1342,-118.0373
Southaven,Mississippi,34.9514,-89.9786
Tigard,Oregon,45.4237,-122.7845
Perth Amboy,New Jersey,40.5202,-74.2724
Chicopee,Massachusetts,42.1764,-72.5719
South Whittier,California,33.9336,-118.0312
West Haven,Connecticut,41.2739,-72.9672
Smyrna,Tennessee,35.9687,-86.5264
Tinley Park,Illinois,41.567,-87.8049
Hacienda Heights,California,33.997,-117.9727
Beaumont,California,33.9076,-116.9766
San Jacinto,California,33.797,-116.9916
Plainfield,New Jersey,40.6154,-74.4157
West Sacramento,California,38.5557,-121.5505
Marana,Arizona,32.4355,-111.1558
Yucaipa,California,34.0336,-117.0429
Peabody,Massachusetts,42.5335,-70.9725
Rocky Mount,North Carolina,35.9685,-77.804
Texas City,Texas,29.4154,-94.9682
Kentwood,Michigan,42.8852,-85.5926
Manhattan,Kansas,39.1886,-96.6048
Colton,California,34.0538,-117.3255
Aspen Hill,Maryland,39.0927,-77.0826
Diamond Bar,California,33.9992,-117.8161
Huntington Park,California,33.98,-118.2167
Wheaton,Illinois,41.8561,-88.1085
Pinellas Park,Florida,27.8589,-82.7078
Aloha,Oregon,45.492,-122.8725
Oak Park,Illinois,41.8872,-87.7899
Minnetonka,Minnesota,44.9322,-93.4598
Twin Falls,Idaho,42.5645,-114.4613
Edina,Minnesota,44.8914,-93.3602
Westchester,Florida,25.7471,-80.3523
Methuen Town,Massachusetts,42.734,-71.1889
Normal,Illinois,40.5217,-88.9884
Elyria,Ohio,41.376,-82.106
Grand Island,Nebraska,40.9218,-98.3586
Novato,California,38.092,-122.5575
Paramount,California,33.8977,-118.1651
Kyle,Texas,29.9932,-97.8852
Placentia,California,33.8807,-117.8553
Wheaton,Maryland,39.0492,-77.0573
Kendale Lakes,Florida,25.7081,-80.4078
Cathedral City,California,33.8362,-116.4642
Florissant,Missouri,38.7996,-90.3269
Catalina Foothills,Arizona,32.3046,-110.8838
West New York,New Jersey,40.7857,-74.0094
Lincoln,California,38.8774,-121.2937
Dunwoody,Georgia,33.9418,-84.3122
Levittown,New York,40.7241,-73.5125
Palm Desert,California,33.7378,-116.3695
Mooresville,North Carolina,35.5847,-80.8266
Little Elm,Texas,33.1858,-96.9295
Glendora,California,34.1449,-117.8467
Burien,Washington,47.4762,-122.3394
Aliso Viejo,California,33.5792,-117.7289
Summerville,South Carolina,33.0016,-80.1799
Collierville,Tennessee,35.047,-89.6987
Tamiami,Florida,25.7556,-80.4016
Wake Forest,North Carolina,35.9632,-78.514
Hoffman Estates,Illinois,42.064,-88.1468
Westfield,Indiana,40.0341,-86.1529
Columbus,Indiana,39.2093,-85.9183
Troy,New York,42.7354,-73.6751
Country Club,Florida,25.9407,-80.3102
Burleson,Texas,32.517,-97.3344
East Honolulu,Hawaii,21.2975,-157.7211
Levittown,Pennsylvania,40.1533,-74.8531
Mishawaka,Indiana,41.6742,-86.1666
Grapevine,Texas,32.9343,-97.0742
Cuyahoga Falls,Ohio,41.1641,-81.5207
Delano,California,35.7662,-119.2635
Enid,Oklahoma,36.4063,-97.87
Milford city ,Connecticut,41.2255,-73.0625
El Dorado Hills,California,38.675,-121.049
Rosemead,California,34.0689,-118.0823
McLean,Virginia,38.9436,-77.1943
Lakewood,Ohio,41.4822,-81.8008
Jeffersonville,Indiana,38.3376,-85.7026
Draper,Utah,40.4957,-111.8605
Covina,California,34.0903,-117.8818
Murray,Utah,40.6498,-111.8874
Downers Grove,Illinois,41.7949,-88.0172
Rockwall,Texas,32.9169,-96.4374
Chesterfield,Missouri,38.6589,-90.5803
St. Louis Park,Minnesota,44.9488,-93.3649
Florin,California,38.4832,-121.4043
Cypress,California,33.8171,-118.0386
Eagle Mountain,Utah,40.3137,-112.0114
North Bethesda,Maryland,39.0393,-77.1191
Azusa,California,34.1386,-117.9124
Lawrence,Indiana,39.8674,-85.9904
Coral Gables,Florida,25.7037,-80.2715
Everett,Massachusetts,42.4064,-71.0545
Bedford,Texas,32.8464,-97.135
Antelope,California,38.7153,-121.361
Dublin,Ohio,40.1112,-83.1454
Portage,Michigan,42.2,-85.5906
Biloxi,Mississippi,30.4426,-88.9514
Titusville,Florida,28.5727,-80.8193
Euclid,Ohio,41.5903,-81.5188
Ceres,California,37.5952,-120.962
University,Florida,28.0771,-82.4335
Stillwater,Oklahoma,36.1317,-97.0742
Leesburg,Virginia,39.1057,-77.5544
Bothell,Washington,47.7735,-122.2044
Tuckahoe,Virginia,37.5878,-77.5858
Cedar Hill,Texas,32.581,-96.9591
Poway,California,32.9871,-117.0201
Cerritos,California,33.8678,-118.0686
Hilo,Hawaii,19.6883,-155.0863
Niagara Falls,New York,43.0921,-79.0147
Fort Pierce,Florida,27.4255,-80.3431
San Luis Obispo,California,35.2669,-120.669
Minot,North Dakota,48.2375,-101.278
North Highlands,California,38.6713,-121.3721
Ocoee,Florida,28.5796,-81.5332
Roswell,New Mexico,33.373,-104.5294
Wilson,North Carolina,35.7311,-77.9284
Wauwatosa,Wisconsin,43.0616,-88.0347
Glenview,Illinois,42.0825,-87.8214
Middletown,Connecticut,41.5476,-72.6549
Oro Valley,Arizona,32.4208,-110.9767
Brea,California,33.9254,-117.8655
Rancho Santa Margarita,California,33.6318,-117.5988
Roseville,Michigan,42.5074,-82.9369
Mentor,Ohio,41.6893,-81.3362
Winter Garden,Florida,28.5421,-81.5967
Newark,California,37.5201,-122.0307
East Providence,Rhode Island,41.8065,-71.3565
Goose Creek,South Carolina,32.9927,-80.0055
La Mirada,California,33.9025,-118.0093
Huntsville,Texas,30.7009,-95.5567
Rowland Heights,California,33.9716,-117.8912
Beavercreek,Ohio,39.731,-84.0624
Los Banos,California,37.063,-120.8406
Prescott,Arizona,34.5849,-112.4473
Gallatin,Tennessee,36.3782,-86.4698
Olive Branch,Mississippi,34.961,-89.8469
Attleboro,Massachusetts,41.9311,-71.295
Salina,Kansas,38.8136,-97.6143
Farmington,New Mexico,36.7555,-108.1823
Whitney,Nevada,36.1008,-115.0379
Potomac,Maryland,39.0141,-77.1943
Urbandale,Iowa,41.639,-93.7812
Strongsville,Ohio,41.3128,-81.8313
Pahrump,Nevada,36.2235,-115.9974
Hackensack,New Jersey,40.8891,-74.0462
Wentzville,Missouri,38.8153,-90.8669
Plainfield,Illinois,41.6207,-88.2253
Haltom City,Texas,32.8176,-97.2707
Altamonte Springs,Florida,28.6615,-81.3953
Keller,Texas,32.9335,-97.2256
Odenton,Maryland,39.0661,-76.6938
Ashburn,Virginia,39.0277,-77.4714
Elmhurst,Illinois,41.8973,-87.9432
East Lansing,Michigan,42.748,-84.4836
Brentwood,Tennessee,35.9918,-86.7758
Sayreville,New Jersey,40.4656,-74.3237
Sierra Vista,Arizona,31.563,-110.3153
Morgan Hill,California,37.1325,-121.6419
Bountiful,Utah,40.8721,-111.8647
Littleton,Colorado,39.5915,-105.0188
Pearl City,Hawaii,21.4031,-157.9566
Lake Ridge,Virginia,38.6847,-77.3066
Shakopee,Minnesota,44.7745,-93.4772
Palm Springs,California,33.8017,-116.5382
Clermont,Florida,28.5325,-81.7208
Riverton,Utah,40.5176,-111.9636
The Colony,Texas,33.0925,-96.8976
Mankato,Minnesota,44.1715,-93.9772
West Lafayette,Indiana,40.4432,-86.9238
Moorhead,Minnesota,46.8673,-96.7461
Cleveland Heights,Ohio,41.5113,-81.5636
North Lauderdale,Florida,26.2113,-80.2209
Fairfield,Ohio,39.3301,-84.5409
Sicklerville,New Jersey,39.7452,-74.9934
Fond du Lac,Wisconsin,43.7718,-88.4397
Cutler Bay,Florida,25.5765,-80.3356
Rohnert Park,California,38.3479,-122.6965
Oakley,California,37.9929,-121.6952
Salem,Massachusetts,42.5129,-70.9021
Concord,New Hampshire,43.2305,-71.5595
Wilkes-Barre,Pennsylvania,41.2469,-75.876
North Fort Myers,Florida,26.7244,-81.8485
El Centro,California,32.7865,-115.5595
Freeport,New York,40.6515,-73.585
Saratoga Springs,Utah,40.345,-111.9154
Oakland Park,Florida,26.178,-80.1528
Columbia,Tennessee,35.6238,-87.0484
Greenacres,Florida,26.627,-80.1371
Hicksville,New York,40.7637,-73.5245
Lompoc,California,34.6618,-120.4714
Trujillo Alto,Puerto Rico,18.3599,-66.0096
Lombard,Illinois,41.8741,-88.0157
Spanish Fork,Utah,40.1101,-111.6405
Linden,New Jersey,40.6251,-74.2383
Waxahachie,Texas,32.4035,-96.8446
Pittsfield,Massachusetts,42.4517,-73.2605
Channelview,Texas,29.7914,-95.1144
Ormond Beach,Florida,29.2985,-81.1014
Newnan,Georgia,33.3767,-84.7761
Woodbridge,Virginia,38.6409,-77.258
Holly Springs,North Carolina,35.6526,-78.8399
Danville,California,37.8121,-121.9698
Burke,Virginia,38.7773,-77.2633
Huber Heights,Ohio,39.8595,-84.113
West Babylon,New York,40.7129,-73.3585
Delaware,Ohio,40.2851,-83.0741
Schertz,Texas,29.565,-98.2535
North Miami Beach,Florida,25.9302,-80.1659
Woonsocket,Rhode Island,42.001,-71.4993
Hollister,California,36.8555,-121.3986
Campbell,California,37.2802,-121.9539
Buffalo Grove,Illinois,42.1675,-87.9615
Edmonds,Washington,47.8115,-122.3533
Catonsville,Maryland,39.2646,-76.7424
Manassas,Virginia,38.7479,-77.4838
Vineyard,California,38.474,-121.324
Puyallup,Washington,47.1793,-122.2902
San Bruno,California,37.6256,-122.4313
Coachella,California,33.6905,-116.143
Jefferson City,Missouri,38.5676,-92.1759
French Valley,California,33.5999,-117.1069
Midland,Michigan,43.6241,-84.2319
Beverly,Massachusetts,42.5681,-70.8627
Mableton,Georgia,33.8133,-84.5655
Danville,Virginia,36.5831,-79.4088
Moline,Illinois,41.4821,-90.492
Bullhead City,Arizona,35.1205,-114.5461
Peachtree Corners,Georgia,33.967,-84.232
Linton Hall,Virginia,38.7551,-77.575
Coppell,Texas,32.9639,-96.9903
Annandale,Virginia,38.8324,-77.196
Lebanon,Tennessee,36.204,-86.3481
Altadena,California,34.1927,-118.1346
Land O' Lakes,Florida,28.2075,-82.4476
Grove City,Ohio,39.8654,-83.069
Belleville,Illinois,38.5164,-89.99
Post Falls,Idaho,47.7213,-116.9384
Marion,Iowa,42.0451,-91.585
Fitchburg,Massachusetts,42.5912,-71.8156
Brookfield,Wisconsin,43.064,-88.1231
Coram,New York,40.8812,-73.0059
Princeton,Florida,25.5396,-80.3971
Weslaco,Texas,26.1599,-97.9877
Shelton,Connecticut,41.306,-73.1383
Marlborough,Massachusetts,42.3494,-71.5468
Milton,Georgia,34.1353,-84.3139
Rancho Palos Verdes,California,33.7554,-118.3634
Hallandale Beach,Florida,25.9854,-80.1423
Woburn,Massachusetts,42.4869,-71.1543
Brighton,Colorado,39.9716,-104.7963
Indian Trail,North Carolina,35.0699,-80.6452
Reynoldsburg,Ohio,39.9588,-82.7943
Romeoville,Illinois,41.6318,-88.0997
Maplewood,Minnesota,44.9842,-93.0247
Lynnwood,Washington,47.8284,-122.3033
Lancaster,Ohio,39.7248,-82.6049
Covington,Kentucky,39.0334,-84.5166
Mount Juliet,Tennessee,36.199,-86.5115
Friendswood,Texas,29.511,-95.1981
Germantown,Tennessee,35.0829,-89.7824
Lancaster,Texas,32.5922,-96.7739
Annapolis,Maryland,38.9706,-76.5047
Meadow Woods,Florida,28.3698,-81.3467
Westfield,Massachusetts,42.1382,-72.7561
Essex,Maryland,39.3021,-76.4449
Cedar Falls,Iowa,42.5195,-92.4536
Kearny,New Jersey,40.7528,-74.1202
Bartlett,Illinois,41.9804,-88.2071
Woodlawn,Maryland,39.3054,-76.7489
DeKalb,Illinois,41.9314,-88.7481
Pine Bluff,Arkansas,34.2116,-92.0173
Crystal Lake,Illinois,42.2333,-88.3351
New Berlin,Wisconsin,42.9726,-88.1291
Lake Oswego,Oregon,45.4129,-122.7004
Findlay,Ohio,41.0469,-83.6379
Valley Stream,New York,40.6647,-73.7043
The Acreage,Florida,26.774,-80.2779
Cottage Grove,Minnesota,44.8161,-92.9274
Cape Girardeau,Missouri,37.3109,-89.5597
Plant City,Florida,28.014,-82.1201
Culver City,California,34.0058,-118.3968
Oviedo,Florida,28.658,-81.1872
Hurst,Texas,32.8353,-97.1809
Hobbs,New Mexico,32.7281,-103.16
Duncanville,Texas,32.646,-96.9127
Waipahu,Hawaii,21.3859,-158.0101
Hutchinson,Kansas,38.0671,-97.9081
DeLand,Florida,29.0225,-81.2875
Fort Lee,New Jersey,40.8509,-73.9713
Apache Junction,Arizona,33.3985,-111.535
Rexburg,Idaho,43.8226,-111.7919
Lincoln Park,Michigan,42.2432,-83.1811
Lake Stevens,Washington,48.0024,-122.0953
Severna Park,Maryland,39.087,-76.5687
Issaquah,Washington,47.5439,-122.0471
Rosenberg,Texas,29.5456,-95.8223
Chelsea,Massachusetts,42.3959,-71.0325
Lakewood Ranch,Florida,27.4185,-82.3948
Carol Stream,Illinois,41.9181,-88.1307
Aventura,Florida,25.9566,-80.1371
West Fargo,North Dakota,46.8573,-96.9057
Bettendorf,Iowa,41.5657,-90.4765
Park Ridge,Illinois,42.0125,-87.8436
Greer,South Carolina,34.933,-82.2313
Quincy,Illinois,39.9336,-91.3799
Grants Pass,Oregon,42.4333,-123.3317
Parkland,Washington,47.1417,-122.4376
Royal Palm Beach,Florida,26.7038,-80.2241
Warren,Ohio,41.239,-80.8174
Streamwood,Illinois,42.0209,-88.1779
Roy,Utah,41.1714,-112.0485
Keizer,Oregon,45.0028,-123.0243
Owasso,Oklahoma,36.2878,-95.8311
Navarre,Florida,30.4174,-86.8907
Peachtree City,Georgia,33.3942,-84.571
Menomonee Falls,Wisconsin,43.1487,-88.1227
La Vergne,Tennessee,36.02,-86.5586
Prattville,Alabama,32.4597,-86.4573
Valrico,Florida,27.9193,-82.2293
San Gabriel,California,34.0949,-118.099
Clinton,Maryland,38.7499,-76.9063
Vestavia Hills,Alabama,33.4518,-86.7437
Bell Gardens,California,33.9663,-118.155
Security-Widefield,Colorado,38.7489,-104.7142
Stanton,California,33.8003,-117.9935
Westerville,Ohio,40.1241,-82.921
Wheeling,Illinois,42.1308,-87.924
Atlantic City,New Jersey,39.3797,-74.4527
Phenix City,Alabama,32.4585,-85.0253
Calexico,California,32.6849,-115.4944
Winter Springs,Florida,28.6889,-81.2703
Urbana,Illinois,40.1107,-88.1973
Mechanicsville,Virginia,37.6263,-77.3561
La Quinta,California,33.6536,-116.2785
East Point,Georgia,33.6696,-84.4701
Georgetown,Kentucky,38.2247,-84.5487
Clovis,New Mexico,34.4376,-103.1923
Riviera Beach,Florida,26.7813,-80.0741
Hot Springs,Arkansas,34.4892,-93.0501
Sun City,Arizona,33.6165,-112.2819
Adelanto,California,34.5814,-117.4397
Northglenn,Colorado,39.9108,-104.9783
Portage,Indiana,41.5856,-87.1797
Holyoke,Massachusetts,42.2125,-72.6411
Lewiston,Maine,44.0915,-70.1681
Tupelo,Mississippi,34.2692,-88.7318
Montclair,California,34.0715,-117.6981
Hilton Head Island,South Carolina,32.1896,-80.7499
Winchester,Nevada,36.1365,-115.137
Rome,Georgia,34.2662,-85.1863
Central Islip,New York,40.7836,-73.1945
Fuquay-Varina,North Carolina,35.5953,-78.7778
